마포구,2018-01,228
마포구,2018-02,213
마포구,2018-03,227
마포구,2018-04,197
마포구,2018-05,217
마포구,2018-06,198
마포구,2018-07,184
마포구,2018-08,221
마포구,2018-09,198
마포구,2018-10,218
마포구,2018-11,236
마포구,2018-12,191
마포구,2018-계,"2,528"
마포구,2019-01,235
마포구,2019-02,207
마포구,2019-03,226
마포구,2019-04,203
마포구,2019-05,184
마포구,2019-06,180
마포구,2019-07,198
마포구,2019-08,191
마포구,2019-09,169
마포구,2019-10,212
마포구,2019-11,163
마포구,2019-12,166
마포구,2019-계,"2,334"
마포구,2020-01,163
마포구,2020-02,172
마포구,2020-03,183
마포구,2020-04,178
마포구,2020-05,169
마포구,2020-06,154
마포구,2020-07,168
마포구,2020-08,183
마포구,2020-09,174
마포구,2020-10,166
마포구,2020-11,147
마포구,2020-12,158
마포구,2020-계,"2,015"
마포구,2021-01,147
마포구,2021-02,176
마포구,2021-03,168
마포구,2021-04,167
마포구,2021-05,189
마포구,2021-06,154
마포구,2021-07,169
마포구,2021-08,156
마포구,2021-09,156
마포구,2021-10,173
마포구,2021-11,163
마포구,2021-12,161
마포구,2021-계,1979
서대문구,2017-01,203
서대문구,2017-02,171
서대문구,2017-03,178
서대문구,2017-04,178
서대문구,2017-05,138
서대문구,2017-06,155
서대문구,2017-07,151
서대문구,2017-08,182
서대문구,2017-09,144
서대문구,2017-10,143
서대문구,2017-11,120
서대문구,2017-12,148
서대문구,2017-계,"1,911"
서대문구,2018-01,167
서대문구,2018-02,135
서대문구,2018-03,169
서대문구,2018-04,141
서대문구,2018-05,141
서대문구,2018-06,128
서대문구,2018-07,146
서대문구,2018-08,145
서대문구,2018-09,130
서대문구,2018-10,126
서대문구,2018-11,110
서대문구,2018-12,109
서대문구,2018-계,"1,647"
서대문구,2019-01,138
서대문구,2019-02,121
서대문구,2019-03,135
서대문구,2019-04,139
서대문구,2019-05,125
서대문구,2019-06,134
서대문구,2019-07,130
서대문구,2019-08,115
서대문구,2019-09,128
서대문구,2019-10,122
서대문구,2019-11,106
서대문구,2019-12,128
서대문구,2019-계,"1,521"
서대문구,2020-01,177
서대문구,2020-02,116
서대문구,2020-03,124
서대문구,2020-04,129
서대문구,2020-05,146
서대문구,2020-06,125
서대문구,2020-07,123
서대문구,2020-08,131
서대문구,2020-09,139
서대문구,2020-10,109
서대문구,2020-11,114
서대문구,2020-12,100
서대문구,2020-계,"1,533"
서대문구,2021-01,102
서대문구,2021-02,128
서대문구,2021-03,132
서대문구,2021-04,117
서대문구,2021-05,127
서대문구,2021-06,117
서대문구,2021-07,134
서대문구,2021-08,123
서대문구,2021-09,116
서대문구,2021-10,114
서대문구,2021-11,125
서대문구,2021-12,117
서대문구,2021-계,1452
서초구,2017-01,296
서초구,2017-02,276
서초구,2017-03,279
서초구,2017-04,257
서초구,2017-05,257
서초구,2017-06,260
서초구,2017-07,242
서초구,2017-08,254
서초구,2017-09,261
서초구,2017-10,241
서초구,2017-11,217
서초구,2017-12,199
서초구,2017-계,"3,039"
서초구,2018-01,270
서초구,2018-02,239
서초구,2018-03,271
서초구,2018-04,223
서초구,2018-05,253
서초구,2018-06,226
서초구,2018-07,241
서초구,2018-08,248
서초구,2018-09,276
서초구,2018-10,229
서초구,2018-11,242
